Governorate,siteId,activityId,locationId,location,partnerId,Partner,activity,activityCategory,indicatorId,Value,Indicator,month,database,indicatorCategory,Units,month.1,region.x,district,subdistrict,refugee.camps,camp.districts,comments,appeal,Fundedby,allocation,Camp,ITS,Other,Urban,Category,sector,gcode,gov,rcode,region,StartDate,men,women,boy,girl,Gender,SiteType
Irbid,1049846436,4117,1010756749,Liwa al Kurah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24049,148,Syrian Boys in Urban,2014-06,1064,Impacted population this month,Individual,2014-06,North,Al Koura,Al Koura,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/06/2014,,,Boys,,Boys,   Urban areas - 
Irbid,1049846436,4117,1010756749,Liwa al Kurah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24055,202,Men - Other affected Population,2014-11,1064,Impacted population this month,Individual,2014-11,North,Al Koura,Al Koura,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/11/2014,Men,,,,Men,   Urban areas - 
Irbid,1049846436,4117,1010756749,Liwa al Kurah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24052,112,Girls - Other affected Population,2014-07,1064,Impacted population this month,Individual,2014-07,North,Al Koura,Al Koura,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/07/2014,,,,Girls,Girls,   Urban areas - 
Irbid,1049846436,4117,1010756749,Liwa al Kurah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24055,55,Men - Other affected Population,2014-10,1064,Impacted population this month,Individual,2014-10,North,Al Koura,Al Koura,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/10/2014,Men,,,,Men,   Urban areas - 
Irbid,533903951,4116,1998321274,Liwa Bani Ubayid,481,MC,1. Housing units upgraded to minimum standard,SHELTER-1. Host Communities,24047,35,# of dwelling units upgraded to adequate standard,2014-09,1064,RRP6 - Performance Indicators,#,2014-09,North,Bani Obayd,Bani Obayd,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/09/2014,,,,,,   Urban areas - 
Irbid,1364017094,4117,1998321274,Liwa Bani Ubayid,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24049,73,Syrian Boys in Urban,2014-03,1064,Impacted population this month,Individual,2014-03,North,Bani Obayd,Bani Obayd,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/03/2014,,,Boys,,Boys,   Urban areas - 
Irbid,533903951,4116,1998321274,Liwa Bani Ubayid,481,MC,1. Housing units upgraded to minimum standard,SHELTER-1. Host Communities,24042,88,Syrian Men in Urban,2014-01,1064,Impacted population this month,Individual,2014-01,North,Bani Obayd,Bani Obayd,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/01/2014,Men,,,,Men,   Urban areas - 
Irbid,1364017094,4117,1998321274,Liwa Bani Ubayid,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24056,77,# of new dwelling units brought to the affordable housing market,2014-11,1064,RRP6 - Performance Indicators,#,2014-11,North,Bani Obayd,Bani Obayd,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/11/2014,,,,,,   Urban areas - 
Irbid,795045057,4120,1693518418,Liwa ar Ramtha,262,MEDAIR,5. Increased awareness about tenure,SHELTER-1. Host Communities,24072,57,Syrian Women in Urban,2014-05,1064,Impacted population this month,Individual,2014-05,North,Ar Ramtha,Ar Ramtha,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/05/2014,Men,Women,,,WomenMen,   Urban areas - 
Irbid,795045057,4120,1693518418,Liwa ar Ramtha,262,MEDAIR,5. Increased awareness about tenure,SHELTER-1. Host Communities,24077,6,Men - Other affected Population,2014-05,1064,Impacted population this month,Individual,2014-05,North,Ar Ramtha,Ar Ramtha,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/05/2014,Men,,,,Men,   Urban areas - 
Irbid,820307155,4118,288028217,Irbid Governorate,8,Caritas,3. Refugees enabled to pay rent on time,SHELTER-1. Host Communities,24057,125,# of HH heads receiving rental support,2014-09,1064,RRP6 - Performance Indicators,Individual,2014-09,North,,,,,,Indirect appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/09/2014,,,,,,   Urban areas - 
Irbid,1049846436,4117,1010756749,Liwa al Kurah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24048,17,Syrian Girls in Urban,2014-10,1064,Impacted population this month,Individual,2014-10,North,Al Koura,Al Koura,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/10/2014,,,,Girls,Girls,   Urban areas - 
Irbid,1364017094,4117,1998321274,Liwa Bani Ubayid,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24048,72,Syrian Girls in Urban,2014-06,1064,Impacted population this month,Individual,2014-06,North,Bani Obayd,Bani Obayd,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/06/2014,,,,Girls,Girls,   Urban areas - 
Irbid,471442257,4117,1739588223,Liwa Qasabat Irbid,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24056,123,# of new dwelling units brought to the affordable housing market,2014-09,1064,RRP6 - Performance Indicators,#,2014-09,North,Qasabat Irbid,,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/09/2014,,,,,,   Urban areas - 
Irbid,1156648312,4116,288028217,Irbid Governorate,729,JHAS,1. Housing units upgraded to minimum standard,SHELTER-1. Host Communities,24047,6,# of dwelling units upgraded to adequate standard,2014-10,1064,RRP6 - Performance Indicators,#,2014-10,North,,,,,"Since 2013 we have upgraded 1570 shelter units in different areas: Amman, Irbid, Ramtha, Mafraq, Jordan Valley.

Our target for the current project is 400 shelters from 15/3/2014 till 31/7/2014, the budget is 370 JD per shelter, we are doing upgrades in Zarqa, Jarash , Ajlun, in addition to the areas mentioned above.

Our Activities per shelter include :

 - Electrical works: Installation and maintenance of electricity sockets, wiring, light bulbs with focus on electrical safety around the house.

- Walls and ceiling : Painting of walls/ceiling with focus on moisture.

- Security: Installation and maintenance of the main door and main door locks.

-Ventilation: Installation of window glass and mosquito nets.

- WASH: Provision of plastic water tanks (2 square m) for families that don’t have one, or share their water tank with the owner or the neighbors, and replacement of rusted water tanks. Provision and fixing of the sink, water mixer, water taps, shower, pipes, installation of toilets and latrines, with attention to handicap needs.

- Privacy: Installation of door locks and partition walls for households with overcrowded conditions, with attention to female and couple’s privacy needs.

-Provision of hygiene kits to each targeted household, with possibility of provision of core NFIs (mattresses, summer blankets, pillows, plastic buckets) where needed.

Shelter/WASH activities are  based on  technical assessment  of the house condition as well as an assessment of the family condition according to the following criteria: 

1-Female headed households.
2-  Households with more than one family / overcrowded.
3- Pregnant and lactating women.
4-  Families with children under 5 years old.
5- Families with poor / harsh financial conditions.
6-  Handicap and chronic diseases in the family that requires special care and additional financial burden.
7- Elderly and orphans.
8-   Families without a provider.
9-  Rent is over 100 JDs per month.
10- There is a need for Shelter / WASH services.

We sign an agreement between the owner and the maintenance company to allow to us to do these upgrades and approve at least one of these conditions:

1- Non -eviction clause ( three to six month)
2- Debt forgiveness
3- Reduction of rent (20 JOD).",Appeal outside of RRP6,None,No, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/10/2014,,,,,,   Urban areas - 
Irbid,471442257,4117,1739588223,Liwa Qasabat Irbid,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24053,307,Boys - Other affected Population,2014-09,1064,Impacted population this month,Individual,2014-09,North,Qasabat Irbid,,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/09/2014,,,Boys,,Boys,   Urban areas - 
Irbid,471442257,4117,1739588223,Liwa Qasabat Irbid,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24048,33,Syrian Girls in Urban,2014-07,1064,Impacted population this month,Individual,2014-07,North,Qasabat Irbid,,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/07/2014,,,,Girls,Girls,   Urban areas - 
Irbid,471442257,4117,1739588223,Liwa Qasabat Irbid,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24054,158,Women - Other affected Population,2014-05,1064,Impacted population this month,Individual,2014-05,North,Qasabat Irbid,,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/05/2014,Men,Women,,,WomenMen,   Urban areas - 
Irbid,471442257,4117,1739588223,Liwa Qasabat Irbid,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24055,90,Men - Other affected Population,2014-07,1064,Impacted population this month,Individual,2014-07,North,Qasabat Irbid,,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/07/2014,Men,,,,Men,   Urban areas - 
Irbid,1049846436,4117,1010756749,Liwa al Kurah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24051,73,Syrian Men in Urban,2014-05,1064,Impacted population this month,Individual,2014-05,North,Al Koura,Al Koura,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/05/2014,Men,,,,Men,   Urban areas - 
